"","geneID","EE_0-SRS004859","EE_30-SRS269390","EE_60-SRS269389","EE-210-SRS174229","EE-240-SRS001790","EE-300-SRS150938","EE-330-SRS001791","EE-360-SRS004864","EE-390-SRS003000","EE-420-SRS174140","EE-450-SRS001789","EE-480-SRS178501","EE-510-SRS266278","EE-540-SRS266272","EE-570-SRS266261","EE-600-SRS266262","EE-630-SRS266263","EE-660-SRS266264","EE-690-SRS266273","EE-720-SRS266279","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"69","WBGene00003450",0.120645049265557,0.103070065587606,0.103915251293316,0,0.208472445258784,0,0.0541944293437689,0,0,0,0,0,0.0860107660535977,0,0,0,0,0.156315365468255,0.0949624012990477,0,"msp-57","R13H9.2","Major sperm protein 55/57","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold",NA,NA,NA,NA,NA,NA,NA,NA
"70","WBGene00003451",0,0.0515350327938028,0.155872876939974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390788413670638,0,0,"msp-58","ZK354.10","MSP domain-containing protein","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold",NA,NA,NA,NA,NA,NA,NA,NA
"71","WBGene00003456",0,0,0,0.126826258489036,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"msp-63","K05F1.7","Major sperm protein 63","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold",NA,NA,NA,NA,"Cre-msp-31 | WBGene00055436",99.2126,NA,NA
"72","WBGene00003457",0,0.103070065587606,0,0,0.0694908150862614,0,0.0541944293437689,0,0,0,0.0314552632865302,0,0,0,0.108487368219038,0,0,0.0781576827341277,0,0,"msp-64","ZK1248.6","Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold",NA,NA,NA,NA,"CRE18877 | WBGene00058089",100,NA,NA
"73","WBGene00003458",0.0603225246327783,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0.108165843332304,0,0,0,0,0,0,"msp-65","ZK354.1","Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold",NA,NA,NA,NA,NA,NA,NA,NA
"74","WBGene00003462",0,0,0,0.190239387733555,0,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.0390788413670638,0,0,"msp-74","F09C12.7","MSP domain-containing protein","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold",NA,NA,"CBN22493 | WBGene00161218",79.2208,"CRE05785 | WBGene00053160",90.9091,"CJA21538 | WBGene00177110",89.6104
"75","WBGene00003464",0,0.103070065587606,0.103915251293316,0.126826258489036,0,0,0,0,0,0,0,0,0.0430053830267988,0.036055281110768,0,0,0,0,0.0949624012990477,0,"msp-77","F32B6.6","Major sperm protein 77/79","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold",NA,NA,NA,NA,NA,NA,NA,NA
"76","WBGene00003468",0.0603225246327783,0,0.103915251293316,0,0.138981630172523,0,0,0,0,0,0,0.0729398273412171,0,0,0,0,0,0,0,0,"msp-113","ZK354.4","Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold",NA,NA,NA,NA,"CRE03155 | WBGene00055446",100,NA,NA
"77","WBGene00003521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nas-2","F56A4.1","Zinc metalloproteinase nas-2","Peptidase M12A, Peptidase, metallopeptidase, Metallopeptidase, catalytic domain superfamily","Cbr-nas-3 | WBGene00038529",64.7059,"Cbn-nas-3 | WBGene00163977",64.7059,"Cre-nas-3.2 | WBGene00071266",66.1765,"Cjp-nas-3 | WBGene00126375",66.1765
"78","WBGene00003535",0,0,0,0.126826258489036,0.48643570560383,0.0964253716559259,0,0,0,0,0,0,0,0,0,0.042715950165693,0.0345324305450951,0,0,0.0401396329383098,"nas-16","K03B8.1","Zinc metalloproteinase nas-16","Peptidase M12A, Peptidase, metallopeptidase, Metallopeptidase, nematode, Metallopeptidase, catalytic domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"79","WBGene00003537",0,0,0,0.0634131292445182,0.0694908150862614,0,0,0,0,0,0,0.0364699136706086,0,0,0,0.128147850497079,0.0690648610901902,0,0.0949624012990477,0.0401396329383098,"nas-18","K03B8.3","Zinc metalloproteinase nas-18","Peptidase M12A, Peptidase, metallopeptidase, Metallopeptidase, nematode, Metallopeptidase, catalytic domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"80","WBGene00003541",0,0,0,0.0634131292445182,0.208472445258784,0,0.108388858687538,0,0,0,0,0,0.0430053830267988,0,0.0361624560730126,0,0.0345324305450951,0.0781576827341277,0.0949624012990477,0.0401396329383098,"nas-22","T11F9.6","Zinc metalloproteinase nas-22","EGF-like domain, Peptidase M12A, Peptidase, metallopeptidase, Metallopeptidase, nematode, Metallopeptidase, catalytic domain superfamily","Cbr-nas-22 | WBGene00041608",61.0354,"Cbn-nas-22 | WBGene00157279",60.4905,"Cre-nas-22 | WBGene00064741",56.4033,"CJA33245 | WBGene00209092",20.436
"81","WBGene00003608",0,0,0,0,0.416944890517568,0,0,0,0,0,0,0,0,0,0.0723249121460252,0,0.0690648610901902,0.0781576827341277,0,0.160558531753239,"nhr-9","ZK418.1","Nuclear hormone receptor family member nhr-9","Nuclear hormone receptor, ligand-binding domain, Zinc finger, nuclear hormone receptor-type, Zinc finger, NHR/GATA-type, Nuclear hormone receptor-like domain superfamily","Cbr-nhr-9 | WBGene00036482",60.5422,"Cbn-nhr-9 | WBGene00159660",59.9398,"Cre-nhr-9 | WBGene00054687",60.8434,NA,NA
"82","WBGene00003672",0,0,0,0,0.208472445258784,0,0,0,0,0,0.0629105265730604,0,0.0860107660535977,0,0,0.170863800662772,0,0,0.284887203897143,0,"nhr-82","F41D3.1","Nuclear Hormone Receptor family","Nuclear hormone receptor, ligand-binding domain, Zinc finger, nuclear hormone receptor-type, Zinc finger, NHR/GATA-type, Nuclear hormone receptor-like domain superfamily","CBG06625 | WBGene00028874",27.3006,"Cbn-nhr-251 | WBGene00162925",38.3436,"CRE18792 | WBGene00062097",42.9448,NA,NA
"83","WBGene00003856",0,0,0,0,0.347454075431307,0.0964253716559259,0,0,0.113923853068761,0,0.0314552632865302,0,0,0,0,0,0,0.0390788413670638,0,0,"odr-10","C53B7.5","Serpentine receptor class r-10","7TM GPCR, serpentine receptor class r (Str)","Cbr-odr-10 | WBGene00032158",82.0059,"Cbn-odr-10 | WBGene00163795",85.8407,"Cre-odr-10 | WBGene00051419",88.7906,NA,NA
"84","WBGene00003863",0,0,0,0,0.416944890517568,0,0,0,0,0.0977877095321699,0,0.0364699136706086,0,0,0,0,0.0690648610901902,0,0,0,"old-2","ZK938.5","Protein kinase domain-containing protein","Protein kinase domain, Serine-threonine/tyrosine-protein kinase, catalytic domain, Tyrosine-protein kinase, active site, Protein kinase-like domain superfamily, Protein kinase, ATP binding site, Tyrosine-protein kinase, catalytic domain",NA,NA,NA,NA,NA,NA,NA,NA
"85","WBGene00004026",0.120645049265557,0,0.207830502586632,0,0.277963260345046,0,0.108388858687538,0,0,0,0,0,0.0430053830267988,0,0,0.042715950165693,0,0,0,0,"phy-3","T20B3.7","Fe2OG dioxygenase domain-containing protein","Oxoglutarate/iron-dependent dioxygenase, Prolyl 4-hydroxylase, alpha subunit, Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain, Prolyl 4-hydroxylase","Cbr-phy-3 | WBGene00042488",61.0063,"Cbn-phy-3 | WBGene00161331",56.9182,"Cre-phy-3 | WBGene00056524",55.0314,NA,NA
"86","WBGene00004141",0,0,0,0,0,0,0,0,0.0569619265343806,0,0,0,0,0,0,0,0,0,0,0,"pqn-57","R09F10.7","Activated in Blocked Unfolded protein response; Prion-like-(Q/N-rich)-domain-bearing protein","","Cbr-pqn-57 | WBGene00041237",88.6243,"Cbn-pqn-57 | WBGene00148671",91.7989,"Cre-pqn-57.1 | WBGene00065483",89.9471,NA,NA
"87","WBGene00004158",0,0,0,0,0.0694908150862614,0,0,0,0,0,0,0,0,0,0,0,0,0.0390788413670638,0.0949624012990477,0,"pqn-76","Y105C5A.3","Prion-like-(Q/N-rich)-domain-bearing protein","Protein of unknown function DUF1096","CBG09623 | WBGene00031181",83.8806,"CBN22195 | WBGene00160920",83.8806,"CRE12827 | WBGene00065084",79.7015,"CJA33782 | WBGene00209629",70.4478
"88","WBGene00004159",0.0603225246327783,0,0,0,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0,0.0390788413670638,0,0,"pqn-78","Y105C5A.5","Prion-like-(Q/N-rich)-domain-bearing protein","Protein of unknown function DUF1096","CBG09623 | WBGene00031181",83.8806,"CBN22195 | WBGene00160920",83.8806,"CRE12827 | WBGene00065084",79.403,"CJA33782 | WBGene00209629",70.4478
"89","WBGene00004160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pqn-79","Y105C5A.6","Prion-like-(Q/N-rich)-domain-bearing protein","Protein of unknown function DUF1096","CBG09623 | WBGene00031181",83.8806,"CBN22195 | WBGene00160920",83.8806,"CRE12827 | WBGene00065084",79.7015,"CJA33782 | WBGene00209629",70.4478
"90","WBGene00004170",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pqn-90","Y73F8A.8","Prion-like-(Q/N-rich)-domain-bearing protein","","CBG09623 | WBGene00031181",80.9524,"CBN22195 | WBGene00160920",80.2381,"CRE12827 | WBGene00065084",75.7143,"CJA33782 | WBGene00209629",53.5714
"91","WBGene00004171",0,0,0,0,0.0694908150862614,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0,0,0,"pqn-91","Y73F8A.9","Prion-like-(Q/N-rich)-domain-bearing protein","","CBG09623 | WBGene00031181",80.6683,"CBN22195 | WBGene00160920",79.7136,"CRE12827 | WBGene00065084",75.4177,"CJA33782 | WBGene00209629",53.6993
"92","WBGene00004176",0,0.103070065587606,0,0.126826258489036,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802792658766197,"srlf-36","ZK488.10","DUF148 domain-containing protein","SXP/RAL-2 family protein Ani s 5-like, cation-binding domain","CBG22524 | WBGene00041063",71.0345,"CBN06303 | WBGene00145028",73.7931,"CRE10669 | WBGene00070712",68.9655,NA,NA
"93","WBGene00004177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"srlf-37","ZK488.7","DUF148 domain-containing protein","SXP/RAL-2 family protein Ani s 5-like, cation-binding domain","CBG22524 | WBGene00041063",71.0345,"CBN06303 | WBGene00145028",71.7241,"CRE10669 | WBGene00070712",68.2759,NA,NA
"94","WBGene00004351",0.211128836214724,0.103070065587606,0.311745753879949,0,0,0,0,0,0,0.048893854766085,0,0,0,0.0721105622215361,0,0,0,0.0390788413670638,0.0949624012990477,0,"rgs-8.1","F52D2.2","RGS domain-containing protein","RGS domain, RGS, subdomain 1/3, RGS domain superfamily, RGS, subdomain 2",NA,NA,NA,NA,NA,NA,NA,NA
"95","WBGene00004455",0,0,0,0,0.0694908150862614,0,0,0,0,0,0,0,0.0860107660535977,0,0,0,0.13812972218038,0,0,0.0401396329383098,"rpl-42","C09H10.1","Ribosomal Protein, Large subunit","",NA,NA,NA,NA,NA,NA,NA,NA
"96","WBGene00004742",0,0,0,0,0,0,0,0,0,0,0,0,0.0860107660535977,0.0721105622215361,0,0.0854319003313861,0,0.0781576827341277,0,0,"scl-1","F49E11.9","SCP domain-containing protein","Cysteine-rich  secretory protein-related, Venom allergen 5-like, CAP domain, CAP superfamily","Cbr-scl-1 | WBGene00042210",68.599,"Cbn-scl-1 | WBGene00140363",53.6232,"CRE09459 | WBGene00063651",42.9952,NA,NA
"97","WBGene00004812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0,"skr-6","Y37H2C.2","SKp1 Related (Ubiquitin ligase complex component)","S-phase kinase-associated protein 1-like, SKP1/BTB/POZ domain superfamily, SKP1 component, dimerisation, SKP1 component, POZ domain, S-phase kinase-associated protein 1, SKP1-like, dimerisation domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"98","WBGene00004899",0.0603225246327783,0,0,0.253652516978073,0,0,0,0,0,0,0.0943657898595906,0,0.0860107660535977,0,0,0.042715950165693,0.172662152725476,0,0,0.0802792658766197,"snb-5","C30A5.5","Synaptobrevin-like protein 5","Synaptobrevin-like, Synaptobrevin/Vesicle-associated membrane protein, v-SNARE, coiled-coil homology domain","CBG16665 | WBGene00036545",81.3726,"CBN11649 | WBGene00150374",83.3333,"CRE25420 | WBGene00054773",86.2745,"CJA12598 | WBGene00131802",75.4902
"99","WBGene00004971",0,0,0,0.126826258489036,0.347454075431307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spe-17","ZK617.3","Spermatogenesis-defective protein spe-17","","Cbr-spe-17 | WBGene00028514",61.4286,"CBN19812 | WBGene00158537",48.5714,"Cre-spe-17 | WBGene00066326",58.5714,"Cjp-spe-17 | WBGene00125841",44.2857
"100","WBGene00004991",0,0.206140131175211,0,0,0.138981630172523,0,0,0.105365506620536,0,0,0,0.0729398273412171,0,0,0,0,0.103597291635285,0.0781576827341277,0,0.160558531753239,"spp-6","T08A9.10","Saposin B-type domain-containing protein","Saposin B type, region 2, Saposin B type domain, Saposin-like",NA,NA,NA,NA,NA,NA,NA,NA
"101","WBGene00004994",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949624012990477,0.12041889881493,"spp-9","T25C12.2","Saposin B-type domain-containing protein","Saposin B type, region 2, Saposin B type domain, Saposin-like","Cbr-spp-9 | WBGene00036987",72.8155,"Cbn-spp-9 | WBGene00158494",76.699,"CRE07309 | WBGene00058281",75.7282,"CJA01988 | WBGene00121192",69.9029
"102","WBGene00005005",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802792658766197,"spp-20","K04A8.8","Saposin B-type domain-containing protein","Saposin B type domain, Saposin-like",NA,NA,NA,NA,"Cre-spp-20 | WBGene00052179",55.6522,NA,NA
"103","WBGene00005028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.156315365468255,0,0,"sra-2","AH6.6","Serpentine receptor class alpha-2","7TM GPCR, serpentine receptor class a (Sra)",NA,NA,"Cbn-sra-6.1 | WBGene00185113",34.9544,"Cre-sra-6 | WBGene00071551",53.7994,NA,NA
"104","WBGene00005034",0,0,0,0.253652516978073,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sra-8","AH6.12","Serpentine receptor class alpha-8","7TM GPCR, serpentine receptor class a (Sra)","Cbr-sra-8 | WBGene00038093",53.1915,"Cbn-sra-8 | WBGene00145767",59.5745,"CRE12134 | WBGene00084597",58.0547,NA,NA
"105","WBGene00005035",0,0,0,0,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0.13812972218038,0,0,0,"sra-9","AH6.14","Serpentine receptor class alpha-9","7TM GPCR, serpentine receptor class a (Sra)","Cbr-sra-9 | WBGene00038092",49.2447,"Cbn-sra-9 | WBGene00152488",58.9124,"Cre-sra-9 | WBGene00063635",53.7764,NA,NA
"106","WBGene00005044",0.0603225246327783,0,0,0,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0,0,0,"sra-18","F28C12.2","Serpentine receptor class alpha-18","7TM GPCR, serpentine receptor class a (Sra)","Cbr-sra-26 | WBGene00027031",25.8824,NA,NA,"Cre-sra-26 | WBGene00054133",50.2941,NA,NA
"107","WBGene00005046",0.0603225246327783,0.0515350327938028,0,0.126826258489036,0.555926520690091,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0.0802792658766197,"sra-20","F28C12.4","Serpentine receptor class alpha-20","7TM GPCR, serpentine receptor class a (Sra)","Cbr-sra-26 | WBGene00027031",27.4336,NA,NA,"Cre-sra-26 | WBGene00054133",53.9823,NA,NA
"108","WBGene00005047",0,0,0,0,0.416944890517568,0,0,0,0,0,0,0,0,0,0,0,0,0.117236524101192,0,0.0802792658766197,"sra-21","F28C12.5","Serpentine receptor class alpha-21","7TM GPCR, serpentine receptor class a (Sra)","Cbr-sra-26 | WBGene00027031",24.4838,NA,NA,"Cre-sra-26 | WBGene00054133",46.3127,NA,NA
"109","WBGene00005048",0,0,0,0.253652516978073,0.347454075431307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sra-22","F28C12.7","Serpentine receptor class alpha-22","7TM GPCR, serpentine receptor class a (Sra)","Cbr-sra-26 | WBGene00027031",24.4838,NA,NA,"Cre-sra-26 | WBGene00054133",49.2625,NA,NA
"110","WBGene00005049",0,0.206140131175211,0.103915251293316,0,0.277963260345046,0.0964253716559259,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.0781576827341277,0,0.0802792658766197,"sra-23","T06G6.1","Serpentine receptor class alpha-23","7TM GPCR, serpentine receptor class a (Sra)","Cbr-sra-26 | WBGene00027031",26.4706,NA,NA,"Cre-sra-26 | WBGene00054133",53.5294,NA,NA
"111","WBGene00005050",0,0,0,0,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949624012990477,0,"sra-24","T06G6.2","Serpentine receptor class alpha-24","7TM GPCR, serpentine receptor class a (Sra)","Cbr-sra-26 | WBGene00027031",28.0236,NA,NA,"Cre-sra-26 | WBGene00054133",51.6224,NA,NA
"112","WBGene00005054",0.0603225246327783,0,0,0.126826258489036,0.0694908150862614,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0,0,0,"sra-28","F18C5.6","Serpentine receptor class alpha-28","7TM GPCR, serpentine receptor class a (Sra)","CBG04324 | WBGene00027025",41.0557,"Cbn-sra-28 | WBGene00152381",30.7918,"CRE26258 | WBGene00084810",39.0029,"Cjp-sra-31 | WBGene00120058",40.7625
"113","WBGene00005055",0,0,0,0.253652516978073,0.416944890517568,0,0,0,0,0,0,0,0,0,0.0361624560730126,0,0,0,0,0.0802792658766197,"sra-29","F18C5.8","Serpentine receptor class alpha-29","7TM GPCR, serpentine receptor class a (Sra)","CBG04324 | WBGene00027025",41.3793,"Cbn-sra-28 | WBGene00152381",34.1954,"CRE26258 | WBGene00084810",39.0805,"Cjp-sra-31 | WBGene00120058",44.8276
"114","WBGene00005066",0,0,0,0,0.277963260345046,0,0,0,0,0,0.0629105265730604,0,0,0,0,0,0.0690648610901902,0,0,0,"srb-1","C27D6.10","Serpentine receptor class beta-1","7TM GPCR, serpentine receptor class b (Srb)","Cbr-srb-1 | WBGene00025412",65.1026,NA,NA,"CRE11917 | WBGene00057418",66.5689,"CJA36394 | WBGene00212241",13.1965
"115","WBGene00005068",0,0,0,0,0.48643570560383,0,0,0,0,0,0,0,0,0,0,0.0854319003313861,0,0.0781576827341277,0.0949624012990477,0,"srb-3","C27D6.8","Serpentine receptor class beta-3","7TM GPCR, serpentine receptor class b (Srb)","Cbr-srb-3 | WBGene00025411",59.5308,"Cbn-srb-3 | WBGene00193332",62.1701,"Cre-srb-3 | WBGene00057419",60.1173,"CJA36394 | WBGene00212241",14.0762
"116","WBGene00005085",0,0,0,0,0,0,0,0,0,0,0.0629105265730604,0.0364699136706086,0,0.036055281110768,0.108487368219038,0.0854319003313861,0.0690648610901902,0.351709572303575,0.142443601948572,0.0401396329383098,"srd-7","C06G8.4","Serpentine receptor class delta-7","7TM GPCR, serpentine receptor class d (Srd)","Cbr-srd-8 | WBGene00039030",56.6038,"Cbn-srd-8 | WBGene00153464",60.6918,"Cre-srd-8.1 | WBGene00063950",60.6918,NA,NA
"117","WBGene00005097",0,0,0,0,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.156315365468255,0,0,"srd-19","F53F1.11","Serpentine receptor class delta-19","7TM GPCR, serpentine receptor class d (Srd)","CBG06709 | WBGene00028949",60.177,NA,NA,NA,NA,"CJA38233 | WBGene00214080",38.6431
"118","WBGene00005099",0.0603225246327783,0,0,0,0.347454075431307,0,0,0,0,0.048893854766085,0,0,0,0,0,0,0,0.0781576827341277,0,0,"srd-21","W06G6.3","Serpentine Receptor, class D (Delta)","7TM GPCR, serpentine receptor class d (Srd)",NA,NA,NA,NA,"Cre-srd-21 | WBGene00067966",47.7987,NA,NA
"119","WBGene00005103",0,0,0,0,0.138981630172523,0,0,0,0.113923853068761,0,0.0629105265730604,0.0729398273412171,0,0,0,0,0.0690648610901902,0,0,0,"srd-25","F07C4.4","Serpentine receptor class delta-25","7TM GPCR, serpentine receptor class d (Srd)","CBG04990 | WBGene00027556",43.0818,"CBN28323 | WBGene00190288",41.195,NA,NA,NA,NA
"120","WBGene00005104",0.180967573898335,0,0,0.253652516978073,0.0694908150862614,0,0,0,0,0,0.0629105265730604,0,0,0,0,0,0,0.0781576827341277,0,0,"srd-26","T02B5.4","Serpentine receptor class delta-26","7TM GPCR, serpentine receptor class d (Srd)","CBG04990 | WBGene00027556",51.735,"CBN28323 | WBGene00190288",51.4196,NA,NA,NA,NA
"121","WBGene00005105",0,0,0.103915251293316,0.126826258489036,0,0,0,0,0,0,0,0,0,0.0721105622215361,0,0,0.0690648610901902,0,0,0,"srd-27","T26E4.12","Serpentine Receptor, class D (Delta)","7TM GPCR, serpentine receptor class d (Srd)","CBG04990 | WBGene00027556",50.9375,"CBN28323 | WBGene00190288",50.625,NA,NA,NA,NA
"122","WBGene00005106",0,0,0,0,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0.13812972218038,0,0,0,"srd-28","M01B2.2","Serpentine receptor class delta-28","7TM GPCR, serpentine receptor class d (Srd)","CBG04990 | WBGene00027556",50.625,"CBN28323 | WBGene00190288",50.9375,NA,NA,NA,NA
"123","WBGene00005107",0,0,0,0.253652516978073,0.416944890517568,0,0,0,0,0,0,0,0,0,0,0,0.0345324305450951,0,0,0,"srd-29","F07C4.3","Serpentine Receptor, class D (Delta)","7TM GPCR, serpentine receptor class d (Srd)","CBG04990 | WBGene00027556",51.9608,"CBN28323 | WBGene00190288",51.634,NA,NA,NA,NA
"124","WBGene00005108",0,0,0,0,0.347454075431307,0,0.108388858687538,0,0,0,0.0943657898595906,0.0729398273412171,0,0,0,0,0.0690648610901902,0.117236524101192,0,0.0401396329383098,"srd-30","F07C4.5","Serpentine receptor class delta-30","7TM GPCR, serpentine receptor class d (Srd)","CBG04990 | WBGene00027556",50.9259,"CBN28323 | WBGene00190288",51.5432,NA,NA,NA,NA
"125","WBGene00005109",0,0,0,0,0.0694908150862614,0,0.108388858687538,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.0781576827341277,0.189924802598095,0,"srd-31","F07C4.8","Serpentine receptor class delta-31","7TM GPCR, serpentine receptor class d (Srd)","CBG04990 | WBGene00027556",49.8413,"CBN28323 | WBGene00190288",48.254,NA,NA,NA,NA
"126","WBGene00005112",0,0,0,0,0.48643570560383,0,0,0,0,0,0,0,0,0,0,0.0854319003313861,0,0,0,0.0802792658766197,"srd-34","F32G8.1","Serpentine receptor class delta-34","7TM GPCR, serpentine receptor class d (Srd)","Cbr-srd-34 | WBGene00031194",66.1074,NA,NA,"Cre-srd-34 | WBGene00065047",61.0738,NA,NA
"127","WBGene00005116",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0.0860107660535977,0,0,0,0.0345324305450951,0.0781576827341277,0,0,"srd-38","R04D3.12","Serpentine Receptor, class D (Delta)","7TM GPCR, serpentine receptor class d (Srd)",NA,NA,NA,NA,NA,NA,NA,NA
"128","WBGene00005117",0,0,0,0,0.277963260345046,0,0,0,0,0,0,0,0.0430053830267988,0.0721105622215361,0,0,0.0690648610901902,0.156315365468255,0,0.160558531753239,"srd-39","R04D3.8","Serpentine Receptor, class D (Delta)","7TM GPCR, serpentine receptor class d (Srd)",NA,NA,"Cbn-srd-39 | WBGene00159048",25.3086,NA,NA,"Cjp-srd-39.2 | WBGene00130045",39.5062
"129","WBGene00005121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0,0,0.240837797629859,"srd-43","R04D3.9","Serpentine Receptor, class D (Delta)","7TM GPCR, serpentine receptor class d (Srd)",NA,NA,"CBN08354 | WBGene00147079",47.5,"CRE19233 | WBGene00058741",46.25,NA,NA
"130","WBGene00005122",0,0,0,0,0.138981630172523,0,0,0.105365506620536,0,0,0,0,0,0,0,0.0854319003313861,0.0690648610901902,0.0390788413670638,0,0,"srd-44","F17A2.8","Serpentine receptor class delta-44","7TM GPCR, serpentine receptor class d (Srd)",NA,NA,"CBN08354 | WBGene00147079",48.265,"CRE19233 | WBGene00058741",48.265,NA,NA
