"","geneID","EE-SRS266350","L2-SRS266346","L4-SRS266347","Ad_female-SRS266349","Ad_male-SRS266348","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"95","WBGene00119772",0.192849612079791,0.0604038103448411,0.426776988111639,0.244092101564038,0,"Cjp-cct-4.2","CJA00569","T-complex protein 1 subunit delta","Chaperonin Cpn60/GroEL/TCP-1 family, Chaperone tailless complex polypeptide 1 (TCP-1), GroEL-like apical domain superfamily, TCP-1-like chaperonin intermediate domain superfamily, GroEL-like equatorial domain superfamily","cct-4 | WBGene00000379",97.5089,"Cbr-cct-4 | WBGene00024034",96.4413,"Cbn-cct-4 | WBGene00143758",97.8648,"Cre-cct-4 | WBGene00053851",96.4413
"96","WBGene00119780",0,0.120807620689682,0,0,0,"CJA00576","CJA00576","CCHC-type domain-containing protein","Zinc finger, CCHC-type, Peptidase A2A, retrovirus, catalytic, Aspartic peptidase domain superfamily, Zinc finger, CCHC-type superfamily",NA,NA,NA,NA,NA,NA,"CRE15030 | WBGene00083311",55.9278
"97","WBGene00119782",0,0,0,0.0610230253910096,0,"Cjp-klo-1","CJA00578","Myrosinase 1","Glycoside hydrolase family 1, Glycoside hydrolase superfamily, Glycosyl hydrolases family 1, N-terminal conserved site","klo-1 | WBGene00016848",82.5,"Cbr-klo-1 | WBGene00037225",75,"CBN31101 | WBGene00193066",55.2083,"Cre-klo-1.1 | WBGene00059322",81.6667
"98","WBGene00119784",0,0,0,0,0,"Cjp-ger-1","CJA00579","GDP-L-fucose synthase","NAD-dependent epimerase/dehydratase, GDP-L-fucose synthase/GDP-L-colitose synthase, NAD(P)-binding domain superfamily","ger-1 | WBGene00019813",86.0627,"Cbr-ger-1 | WBGene00036425",86.4111,"Cbn-ger-1 | WBGene00163563",87.108,"Cre-ger-1 | WBGene00069393",87.4564
"99","WBGene00119791",0,0,0,0,0,"CJA00587","CJA00587","FSA_C domain-containing protein","Ribonuclease H-like superfamily, Aspartic peptidase domain superfamily, P-loop containing nucleoside triphosphate hydrolase, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"100","WBGene00119801",0.064283204026597,0.0604038103448411,0,0.0610230253910096,0.122825316361167,"CJA00598","CJA00598","START domain-containing protein","Alpha-ketoglutarate-dependent dioxygenase alkB homologue 6",NA,NA,NA,NA,NA,NA,NA,NA
"101","WBGene00119813",0,0.0604038103448411,0,0,0,"Cjp-gop-3","CJA00609","Omp85 domain-containing protein","Bacterial surface antigen (D15), IPP transferase, P-loop containing nucleoside triphosphate hydrolase, Dimethylallyltransferase","gro-1 | WBGene00001740",38.7868,"Cbr-gro-1 | WBGene00040022",39.5221,"Cbn-gro-1 | WBGene00149800",37.6838,"Cre-gro-1 | WBGene00069189",40.0735
"102","WBGene00119819",0,0,0,0,0,"Cjp-rev-1","CJA00615","DNA repair protein REV1","UmuC domain, BRCT domain, DNA repair protein Rev1, BRCT domain superfamily, DNA polymerase, Y-family, little finger domain superfamily, Reverse transcriptase/Diguanylate cyclase domain, DNA/RNA polymerase superfamily, DNA polymerase, Y-family, little finger domain","rev-1 | WBGene00014066",62.677,"Cbr-rev-1 | WBGene00026177",66.0232,"Cbn-rev-1 | WBGene00193461",62.9344,"Cre-rev-1 | WBGene00053203",64.2214
"103","WBGene00119826",0.128566408053194,0,0,0,0,"CJA00621","CJA00621","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"104","WBGene00119824",0,0,0,0,0,"CJA00623","CJA00623","CW domain-containing protein","PAN-3 domain, C-type lectin-like/link domain superfamily, C-type lectin fold","F29D10.3 | WBGene00009252",17.4026,NA,NA,NA,NA,"CRE14006 | WBGene00061236",18.961
"105","WBGene00119830",0,0,0,0,0,"CJA00626","CJA00626","Nuclear receptor domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"106","WBGene00119836",0.064283204026597,0.120807620689682,0.182904423476417,0.183069076173029,0,"CJA00632","CJA00632","WD repeat and FYVE domain-containing protein 3","",NA,NA,NA,NA,NA,NA,"CRE16540 | WBGene00074428",76.9036
"107","WBGene00119840",0,0.241615241379364,0,0,0.245650632722335,"CJA00637","CJA00637","HMG box domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"108","WBGene00119842",0,0,0,0,0,"CJA00638","CJA00638","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1","Oligosaccharyl transferase complex, subunit OST3/OST6, Thioredoxin-like superfamily","ZK686.3 | WBGene00022793",83.4808,"CBG00031 | WBGene00023541",85.2507,"CBN22805 | WBGene00161530",84.0708,"CRE26607 | WBGene00064084",82.8909
"109","WBGene00119857",0.385699224159582,0.181211431034523,0,0,0.0614126581805837,"Cjp-arf-1.2","CJA00653","ADP-ribosylation factor 1","Small GTP-binding protein domain, Small GTPase superfamily, ARF/SAR type, Small GTPase superfamily, ARF type, P-loop containing nucleoside triphosphate hydrolase, ADP-ribosylation factor 1-5","arf-1 | WBGene00000182",71.6,"Cbr-arf-1.2 | WBGene00030680",72,"Cbn-arf-1.2 | WBGene00219396",72,"Cre-arf-1.2 | WBGene00055607",72
"110","WBGene00119862",0,0.362422862069047,0,0,0,"CJA00658","CJA00658","Integrase catalytic domain-containing protein","Retrotransposon, Pao, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"111","WBGene00119863",0,0,0,0,0,"CJA00659","CJA00659","G_PROTEIN_RECEP_F1_2 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"112","WBGene00119864",0,0,0,0,0.122825316361167,"CJA00660","CJA00660","SCP domain-containing protein","CAP superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"113","WBGene00119866",0,0,0,0.122046050782019,0.122825316361167,"CJA00662","CJA00662","CPG4 domain-containing protein","Chondroitin proteoglycan 4","F18A1.7 | WBGene00017548",77.9026,"CBG13025 | WBGene00033863",79.0262,"CBN10225 | WBGene00148950",76.03,"CRE26096 | WBGene00054407",79.0262
"114","WBGene00119870",0.064283204026597,0,0.0609681411588056,0.0610230253910096,0,"CJA00666","CJA00666","ELM2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"115","WBGene00119883",0.128566408053194,0,0,0,0,"CJA00679","CJA00679","HMG box domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"116","WBGene00119885",0,0,0,0,0,"Cjp-srb-18","CJA00681","G_PROTEIN_RECEP_F1_2 domain-containing protein","7TM GPCR, serpentine receptor class ab (Srab)","srb-18 | WBGene00016925",61.2022,"Cbr-srb-18 | WBGene00024139",62.2951,"Cbn-srb-18 | WBGene00147645",61.7486,"Cre-srb-18 | WBGene00053164",61.4754
"117","WBGene00119903",0,0,0,0,0,"CJA00699","CJA00699","Reverse transcriptase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"118","WBGene00119908",0,0.120807620689682,0,0,0,"CJA00704","CJA00704","Transmembrane protein","",NA,NA,NA,NA,NA,NA,NA,NA
"119","WBGene00119925",0,0,0,0,0,"CJA00721","CJA00721","BPTI/Kunitz inhibitor domain-containing protein","Pancreatic trypsin inhibitor Kunitz domain, Cysteine-rich repeat, Proteinase inhibitor I2, Kunitz, conserved site, Lustrin, cysteine-rich repeated, Ribonuclease H superfamily, Pancreatic trypsin inhibitor Kunitz domain superfamily","Y55F3BR.2 | WBGene00021939",88.7906,"CBG13980 | WBGene00034648",88.3481,"CBN22115 | WBGene00160840",78.1711,"CRE10690 | WBGene00072826",73.0089
"120","WBGene00119926",0,0,0,0,0,"CJA00722","CJA00722","Apple domain-containing protein","PAN/Apple domain","F32B4.8 | WBGene00009318",57.7411,"CBG04379 | WBGene00027065",57.1066,"CBN14661 | WBGene00153386",54.3147,"CRE03451 | WBGene00070846",57.1066
"121","WBGene00119928",0.257132816106388,0.0604038103448411,0,0.0610230253910096,0.0614126581805837,"CJA00724","CJA00724","G_PROTEIN_RECEP_F1_2 domain-containing protein","7TM GPCR, serpentine receptor class r (Str)","str-119 | WBGene00006170",67.0732,NA,NA,"CBN28096 | WBGene00190061",0,"CRE15898 | WBGene00061129",53.6585
"122","WBGene00119931",0.385699224159582,0.120807620689682,0,0,0,"CJA00727","CJA00727","RGS domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"123","WBGene00119933",0,0,0,0.0610230253910096,0,"CJA00729","CJA00729","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class g (Srg)","srg-3 | WBGene00005161",63.7681,"Cbr-srg-3 | WBGene00037084",57.971,NA,NA,"Cre-srg-3 | WBGene00055431",60.8696
"124","WBGene00119936",0.385699224159582,0.0604038103448411,0,0,0,"CJA00732","CJA00732","CUE domain-containing protein","","ZK682.7 | WBGene00022790",64.4068,"CBG30689 | WBGene00270743",59.322,"CBN11300 | WBGene00150025",64.4068,"CRE19712 | WBGene00064939",66.9492
"125","WBGene00119944",0,0,0.0609681411588056,0,0,"Cjp-acr-20","CJA00740","Neur_chan_LBD domain-containing protein","Neurotransmitter-gated ion-channel transmembrane domain, Neurotransmitter-gated ion-channel, Neurotransmitter-gated ion-channel ligand-binding domain, Neurotransmitter-gated ion-channel, conserved site, Neurotransmitter-gated ion-channel transmembrane domain superfamily, Neurotransmitter-gated ion-channel ligand-binding domain superfamily, Neuronal acetylcholine receptor","acr-20 | WBGene00000059",88.5287,"Cbr-acr-20 | WBGene00032274",88.2793,NA,NA,"Cre-acr-20 | WBGene00062241",85.0374
"126","WBGene00119957",0,0,0,0,0,"Cjp-nekl-3","CJA00753","Protein kinase domain-containing protein","Protein kinase domain, Serine/threonine-protein kinase, active site, Protein kinase-like domain superfamily, Protein kinase, ATP binding site","nekl-3 | WBGene00008956",94.0199,"Cbr-nekl-3 | WBGene00023610",94.6844,"Cbn-nekl-3 | WBGene00160251",91.3621,"Cre-nekl-3 | WBGene00051124",93.0233
"127","WBGene00119969",0,0.0604038103448411,0,0,0,"CJA00765","CJA00765","Exonuclease domain-containing protein","Ribonuclease H-like superfamily, Exonuclease, RNase T/DNA polymerase III, RNA exonuclease 1-like, exonuclease domain, Ribonuclease H superfamily, RNA exonuclease REXO1/REXO3/REXO4-like",NA,NA,"CBG12828 | WBGene00033716",35.1562,NA,NA,"CRE28166 | WBGene00056238",32.0312
"128","WBGene00119974",0,0,0,0.122046050782019,0,"CJA00770","CJA00770","HTH_48 domain-containing protein","Transposase, type 1, Ribonuclease H superfamily, Mos1 transposase, HTH domain",NA,NA,NA,NA,"CBN01338 | WBGene00140063",46.2745,"CRE01994 | WBGene00077960",12.9412
"129","WBGene00119977",0,0,0,0,0,"CJA00773","CJA00773","DDE Tnp4 domain-containing protein","Cro/C1-type helix-turn-helix domain, Harbinger transposase-derived nuclease domain",NA,NA,NA,NA,NA,NA,NA,NA
"130","WBGene00119979",0.449982428186179,0,0.0609681411588056,0.0610230253910096,0.122825316361167,"CJA00775","CJA00775","Regulatory protein zeste","",NA,NA,NA,NA,"CBN19255 | WBGene00157980",37.9147,NA,NA
"131","WBGene00119983",0,0,0,0,0,"CJA00779","CJA00779","MARVEL domain-containing protein","","C46C11.3 | WBGene00016706",75,"CBG14510 | WBGene00034977",74.6269,"CBN00296 | WBGene00139021",76.4925,"CRE00799 | WBGene00051805",75
"132","WBGene00119987",0.128566408053194,0.422826672413888,0.121936282317611,0.122046050782019,0.184237974541751,"CJA00783","CJA00783","Recep_L_domain domain-containing protein","Receptor L-domain, 7TM GPCR, serpentine receptor class h (Srh), Receptor L-domain superfamily","irld-17 | WBGene00021609",34.0845,"Cbr-irld-17 | WBGene00031872",28.7324,"Cbn-irld-17.1 | WBGene00151121",32.6761,"Cre-irld-17 | WBGene00056625",35.493
"133","WBGene00119990",0.064283204026597,0,0,0,0,"CJA00786","CJA00786","Peptidase S1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"134","WBGene00119993",0,0,0.0609681411588056,0,0,"CJA00789","CJA00789","Phlebovirus_G2 domain-containing protein","Phlebovirus glycoprotein G2, fusion domain",NA,NA,NA,NA,NA,NA,NA,NA
"135","WBGene00120025",0.128566408053194,0.54363429310357,0,0,0.245650632722335,"CJA00821","CJA00821","MSP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"136","WBGene00120027",0,0,0,0,0,"CJA00823","CJA00823","Acyl_transf_3 domain-containing protein","Acyltransferase 3 domain",NA,NA,"CBG26399 | WBGene00087813",39.0328,"CBN01933 | WBGene00140658",43.0052,"CRE04427 | WBGene00073941",38.8601
"137","WBGene00120032",0,0,0,0,0,"CJA00828","CJA00828","BTB domain-containing protein","",NA,NA,"CBG26172 | WBGene00087586",23.1343,NA,NA,"CRE06621 | WBGene00079327",21.2687
"138","WBGene00120038",0,0,0.121936282317611,0,0,"CJA00834","CJA00834","Ricin B-type lectin domain-containing protein","Transposase, type 1",NA,NA,NA,NA,NA,NA,NA,NA
"139","WBGene00120040",0,0,0,0,0,"CJA00836","CJA00836","HTH_Tnp_Tc3_1 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"140","WBGene00120044",0,0,0,0,0.0614126581805837,"CJA00840","CJA00840","TFIIIC_sub6 domain-containing protein","Transcription factor TFIIIC, triple barrel domain","C43E11.12 | WBGene00016609",60.6667,"CBG12180 | WBGene00033169",50.6667,"CBN28209 | WBGene00190174",60.6667,"CRE23937 | WBGene00062391",60
"141","WBGene00120049",0,0,0,0,0.245650632722335,"CJA00845","CJA00845","Tyr recombinase domain-containing protein","Integrase, catalytic domain, DNA breaking-rejoining enzyme, catalytic core, Integrase-like, catalytic domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"142","WBGene00120050",0.128566408053194,0,0,0,0.122825316361167,"CJA00846","CJA00846","WAC domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"143","WBGene00120057",0,0.120807620689682,0.243872564635222,0.0610230253910096,0.0614126581805837,"Cjp-rpl-21","CJA00853","60S ribosomal protein L21","Ribosomal protein L21e, Translation protein SH3-like domain superfamily, Ribosomal protein L21e, conserved site, Ribosomal protein L21 superfamily","rpl-21 | WBGene00004433",95.0311,"Cbr-rpl-21 | WBGene00036561",96.2733,"Cbn-rpl-21 | WBGene00164798",95.0311,"Cre-rpl-21 | WBGene00054792",95.0311
"144","WBGene00120077",0,0,0.182904423476417,0,0,"Cjp-cutl-5","CJA00873","ZP domain-containing protein","Zona pellucida domain","cutl-5 | WBGene00017351",88.7218,"Cbr-cutl-5 | WBGene00033899",89.0977,"Cbn-cutl-5 | WBGene00158465",88.3459,"Cre-cutl-5 | WBGene00054265",89.8496
"145","WBGene00120080",0,0,0,0,0,"CJA00876","CJA00876","Nuclear pore complex protein","",NA,NA,NA,NA,NA,NA,NA,NA
"146","WBGene00120084",0,0.362422862069047,0.365808846952834,0,0.122825316361167,"CJA00880","CJA00880","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, Reverse transcriptase/Diguanylate cyclase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"147","WBGene00120087",0,0,0,0,0,"Cjp-ceh-36","CJA00883","Homeobox domain-containing protein","Homeobox domain, Homeobox-like domain superfamily","ceh-53 | WBGene00015651",19.9203,"Cbr-ceh-36 | WBGene00036289",61.3546,NA,NA,"Cre-ceh-53 | WBGene00070555",18.3267
"148","WBGene00120090",0.128566408053194,0.120807620689682,0.121936282317611,0.0610230253910096,0.491301265444669,"CJA00886","CJA00886","DUF19 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"149","WBGene00120096",0.257132816106388,0.241615241379364,0.121936282317611,0,0.0614126581805837,"CJA00892","CJA00892","Nucleotid_trans domain-containing protein","Protein of unknown function DUF684",NA,NA,NA,NA,NA,NA,NA,NA
"150","WBGene00120098",0,0,0,0.0610230253910096,0,"CJA00894","CJA00894","Nanos-type domain-containing protein","Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase, Zinc finger, nanos-type, Metallo-dependent phosphatase-like, Nanos domain superfamily","R03D7.8 | WBGene00010992",41.6768,"CBG20631 | WBGene00039579",39.3682,"CBN19262 | WBGene00157987",38.8821,"CRE11838 | WBGene00057564",39.0036
"151","WBGene00120101",0,0,0,0.0610230253910096,0.122825316361167,"Cjp-ace-2","CJA00897","Carboxylic ester hydrolase","Cholinesterase, Carboxylesterase, type B, Carboxylesterase type B, active site, Alpha/Beta hydrolase fold","ace-2 | WBGene00000036",86.3561,"Cbr-ace-2 | WBGene00035335",87.3544,"Cbn-ace-2.2 | WBGene00139039",87.188,"Cre-ace-2 | WBGene00056425",87.3544
"152","WBGene00120105",0,0,0,0,0,"Cjp-srw-88","CJA00901","G_PROTEIN_RECEP_F1_2 domain-containing protein","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)",NA,NA,"CBG07855 | WBGene00029767",9.55882,"CBN06242 | WBGene00144967",9.06863,NA,NA
"153","WBGene00120106",0,0,0,0,0,"CJA00902","CJA00902","Leishmanolysin-like peptidase","Peptidase M8, leishmanolysin, Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily","Y43F4A.1 | WBGene00012796",75.5319,"CBG03556 | WBGene00026399",74.3351,"CBN19832 | WBGene00158557",75.6649,"CRE13393 | WBGene00061537",74.3351
"154","WBGene00120112",0,0,0,0,0,"CJA00908","CJA00908","VWFA domain-containing protein","von Willebrand factor, type A, von Willebrand factor A-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"155","WBGene00120145",0.064283204026597,0,0,0,0,"CJA00941","CJA00941","DUF4455 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"156","WBGene00120146",0.192849612079791,0,0,0,0.368475949083502,"Cjp-clec-226","CJA00942","CW domain-containing protein","PAN-3 domain",NA,NA,NA,NA,"CBN29422 | WBGene00191387",4.63576,NA,NA
"157","WBGene00120147",0,0,0,0,0,"Cjp-vps-34","CJA00943","Phosphatidylinositol 3-kinase catalytic subunit type 3","Phosphatidylinositol 3-/4-kinase, catalytic domain, Phosphoinositide 3-kinase, accessory (PIK) domain, C2 phosphatidylinositol 3-kinase-type domain, Phosphatidylinositol 3-kinase, Vps34 type, Protein kinase-like domain superfamily, Phosphatidylinositol kinase, Armadillo-type fold, Phosphatidylinositol 3/4-kinase, conserved site, C2 domain superfamily, Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily, Phosphoinositide 3-kinase, accessory (PIK) domain superfamily","vps-34 | WBGene00006932",79.3362,"Cbr-vps-34 | WBGene00040729",77.5161,"Cbn-vps-34.1 | WBGene00157348",78.9079,"Cre-vps-34 | WBGene00060570",81.2634
"158","WBGene00120156",0.064283204026597,0.0604038103448411,0,0,0,"Cjp-lars-2","CJA00952","leucine--tRNA ligase","Aminoacyl-tRNA synthetase, class Ia, Leucine-tRNA ligase, Aminoacyl-tRNA synthetase, class Ia, anticodon-binding, Rossmann-like alpha/beta/alpha sandwich fold",NA,NA,"Cbr-lars-2 | WBGene00032918",67.2515,"Cbn-lars-2 | WBGene00149914",72.1248,"Cre-lars-2 | WBGene00073171",72.5146
"159","WBGene00120166",0,0,0,0,0,"CJA00962","CJA00962","non-specific serine/threonine protein kinase","Phosphatidylinositol 3-/4-kinase, catalytic domain, FATC domain, Protein kinase-like domain superfamily, PIK-related kinase, Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily","atl-1 | WBGene00000226",68.0532,"Cbr-atl-1 | WBGene00038570",65.0582,"Cbn-atl-1 | WBGene00153628",64.3095,"CRE19658 | WBGene00082309",17.8869
"160","WBGene00120170",0,0,0,0,0,"CJA00966","CJA00966","AAA_12 domain-containing protein","P-loop containing nucleoside triphosphate hydrolase, DNA2/NAM7 helicase, helicase domain, DNA2/NAM7 helicase-like, C-terminal",NA,NA,NA,NA,NA,NA,NA,NA
"161","WBGene00120173",0,0.0604038103448411,0,0,0,"CJA00969","CJA00969","G_PROTEIN_RECEP_F1_2 domain-containing protein","7TM GPCR, serpentine receptor class u (Sru)",NA,NA,NA,NA,NA,NA,NA,NA
"162","WBGene00120193",0,0,0,0,0,"CJA00989","CJA00989","G_PROTEIN_RECEP_F1_2 domain-containing protein","7TM GPCR, serpentine receptor class r (Str)","str-82 | WBGene00006141",37.8378,"Cbr-str-82 | WBGene00024535",38.417,"CBN30450 | WBGene00192415",36.6795,"CRE08767 | WBGene00056695",39.9614
"163","WBGene00120196",0,0.0604038103448411,0,0,0,"CJA00992","CJA00992","Non-specific serine/threonine protein kinase","",NA,NA,NA,NA,NA,NA,NA,NA
"164","WBGene00120201",0,0,0,0,0,"Cjp-frpr-1","CJA00997","G_PROTEIN_RECEP_F1_2 domain-containing protein","G protein-coupled receptor, rhodopsin-like, GPCR, rhodopsin-like, 7TM","frpr-1 | WBGene00015323",89.3443,"Cbr-frpr-1 | WBGene00036708",44.8087,"Cbn-frpr-1 | WBGene00151590",84.153,NA,NA
"165","WBGene00120204",0,0.0604038103448411,0,0,0,"Cjp-srb-19","CJA01000","G_PROTEIN_RECEP_F1_2 domain-containing protein","7TM GPCR, serpentine receptor class a (Sra)","srb-19 | WBGene00016928",64.9596,"Cbr-srb-19 | WBGene00024141",72.2372,"Cbn-srb-19 | WBGene00153589",71.159,"Cre-srb-19 | WBGene00053163",72.7763
"166","WBGene00120206",0,0,0,0,0,"Cjp-tsr-1.1","CJA01002","BLM10_mid domain-containing protein","Armadillo-like helical, Armadillo-type fold","tsr-1 | WBGene00006647",73.1183,"Cbr-tsr-1 | WBGene00039423",65.8064,"Cbn-tsr-1 | WBGene00158336",48.3871,"Cre-tsr-1 | WBGene00067015",69.2473
"167","WBGene00120220",0,0,0,0.0610230253910096,0,"Cjp-pak-2","CJA01016","non-specific serine/threonine protein kinase","CRIB domain, Protein kinase domain, Protein kinase-like domain superfamily, p21 activated kinase binding domain, CRIB domain superfamily","pak-2 | WBGene00006443",69.3271,"Cbr-pak-2 | WBGene00041500",69.953,"Cbn-pak-2 | WBGene00139095",70.7355,"Cre-pak-2 | WBGene00072381",42.2535
"168","WBGene00120229",0,0.483230482758729,0.121936282317611,0,0.122825316361167,"CJA01025","CJA01025","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, Reverse transcriptase/Diguanylate cyclase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
